PBW Source ID,Source canonical name,PBW editor,Source edition used,Edition URL,Page range,Editor name,Editor VIAF,Author(ity),Evidence of authorship,External authorship authority,External authorship source,External authorship URL
Psellos Sathas 147,Sathas 147,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380246,,,
Psellos Sathas 148,Sathas 148,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380247,,,
Psellos Sathas 149,Sathas 149,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 394370,,,
Psellos Sathas 150,Sathas 150,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380248,,,
Psellos Sathas 151,Sathas 151,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380249,,,
Psellos Sathas 152,Sathas 152,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380250,,,
Psellos Sathas 153,Sathas 153,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380251,,,
Psellos Sathas 154,Sathas 154,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380252,,,
Psellos Sathas 155,Sathas 155,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380253,,,
Psellos Sathas 156,Sathas 156,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380254,,,
Psellos Sathas 157,Sathas 157,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380255,,,
Psellos Sathas 158,Sathas 158,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380256,,,
Psellos Sathas 159,Sathas 159,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380257,,,
Psellos Sathas 160,Sathas 160,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380258,,,
Psellos Sathas 161,Sathas 161,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380259,,,
Psellos Sathas 163,Sathas 163,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380260,,,
Psellos Sathas 164,Sathas 164,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380261,,,
Psellos Sathas 165,Sathas 165,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380262,,,
Psellos Sathas 166,Sathas 166,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380263,,,
Psellos Sathas 167,Sathas 167,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380264,,,
Psellos Sathas 168,Sathas 168,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380265,,,
Psellos Sathas 169,Sathas 169,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380266,,,
Psellos Sathas 170,Sathas 170,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380267,,,
Psellos Sathas 171,Sathas 171,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380268,,,
Psellos Sathas 172,Sathas 172,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380269,,,
Psellos Sathas 173,Sathas 173,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380270,,,
Psellos Sathas 174,Sathas 174,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380271,,,
Psellos Sathas 175,Sathas 175,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380272,,,
Psellos Sathas 176,Sathas 176,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380273,,,
Psellos Sathas 177,Sathas 177,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380274,,,
Psellos Sathas 178,Sathas 178,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380275,,,
Psellos Sathas 179,Sathas 179,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380276,,,
Psellos Sathas 180,Sathas 180,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380277,,,
Psellos Sathas 181,Sathas 181,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380278,,,
Psellos Sathas 182,Sathas 182,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380279,,,
Psellos Sathas 183,Sathas 183,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380280,,,
Psellos Sathas 184,Sathas 184,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380281,,,
Psellos Sathas 185,Sathas 185,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380282,,,
Psellos Sathas 186,Sathas 186,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380283,,,
Psellos Sathas 187,Sathas 187,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380284,,,
Psellos Sathas 189,Sathas 189,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380285,,,
Psellos Sathas 190,Sathas 190,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380286,,,
Psellos Sathas 191,Sathas 191,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380287,,,
Psellos Sathas 193,Sathas 193,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380289,,,
Psellos Sathas 194,Sathas 194,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380290,,,
Psellos Sathas 195,Sathas 195,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380291,,,
Psellos Sathas 196,Sathas 196,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380292,,,
Psellos Sathas 197,Sathas 197,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380293,,,
Psellos Sathas 198,Sathas 198,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380294,,,
Psellos Sathas 199,Sathas 199,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380295,,,
Psellos Sathas 200,Sathas 200,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380296,,,
Psellos Sathas 201,Sathas 201,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380297,,,
Psellos Sathas 202,Sathas 202,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380301,,,
Psellos Sathas 204,Sathas 204,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380299,,,
Psellos Sathas 205,Sathas 205,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380300,,,
Psellos Sathas 207,Sathas 207,mj,"Μεσαιωνικὴ Βιβλιοθήκη 5. Μιχαὴλ Ψελλοῦ ἱστορικοὶ λόγοι, ἐπιστολαὶ καὶ ἄλλα ἀνέκδοτα, Paris (1876) 219-523",,,"Sáthas, Konstantínos N.",51823381,Michael 61,factoid 380302,,,
Psellos Snipes 1,Snipes 1,mj,"“A letter of Michael Psellos to Constantine the nephew of Michael Cerularios”, Greek, Roman and Byzantine Studies 22 (1981) 89-107",https://grbs.library.duke.edu/index.php/grbs/article/view/6721,,"Snipes, Kenneth",1970159234413903371450,Michael 61,factoid 380593,,,
Psellos Spadaro 166,Spadaro 166,mj,"“Un’epistola di incerta attribuzione (no. 202 Sathas) ed una semiedita (no. 203 Sathas)”, Jahrbuch der Österreichischen Byzantinistik 30 (1981) 157-167",,,"Spadaro, Maria Dora",38147676,Michael 61,factoid 380298,,,
Ralph of Caen,Gesta Tancredi,mj,"Gesta Tancredi in expeditione Jerosolymitana, auctore Radulfo Cadomense eius familiari, Recueil des Historiens des croisades, Historiens Occidentaux III, Paris 1866, 603-716",,,"Jeffreys, Michael",73866641,Radulf 112,,,,
Sakkos (1166),,mj,,,,,,,,,,
Skylitzes,Synopsis historion,tp,,,,,,Ioannes 110,factoid 223966,,,
Skylitzes Continuatus,Skylitzes continuatus,tp,"Ἡ συνέχεια τῆς Χρονογραφίας τοῦ Ἰωάννου Σκυλίτση (Ioannes Skylitzes Continuatus), Ἑταιρεία Μακεδονικῶν Σπουδῶν, Ιδρυμα Μελετῶν Χερσονήσου τοῦ Αἵμου 105, Thessalonike (1968) 103-186",,,"Tsolákīs, Eúdoxos Th.",63909505,Anonymus 102,,,,
Synod of 1072,,mj,,https://www.persee.fr/doc/rebyz_0766-5598_1960_num_18_1_1220,,"Oikonomidēs, Nicolas",14774616,,,,,
Synod of 1094,,tp,,https://www.persee.fr/doc/rebyz_0766-5598_1971_num_29_1_1445,,"Gautier, Paul",231073465,,,,,
Synodal edict (1054),Synodal Edict of 1054,jr,"Acta et scripta quae de controversiis ecclesiae graecae et latinae saeculo undecimo composita extant, Leipzig and Marburg 1861, pp. 155-79","https://www.digitale-sammlungen.de/en/view/bsb10800693?page=,1",,"Will, Cornelius",29618378,,,,,
Thebes: Cadaster,Cadaster of Thebes,mj,"“Recherches sur le cadastre byzantin et la fiscalité aux XIe et XIIe siècles. Le cadastre de Thèbes”, Bulletin de Correspondance Hellénique 83 (1959), 1-166",https://www.persee.fr/doc/bch_0007-4217_1959_num_83_1_2318,,"Svorṓnos, Níkos G.",27071991,,,,,
Thebes: Confraternity,,mj,"“A Confraternity of the Comnenian Era”, Byzantinische Zeitschrift 68 (1975), 360-384",https://doi.org/10.1515/byzs.1975.68.2.360,,"Nesbitt, John W.; Wiita, John Earl",268090557; 58133639,,,,,
"Theophylaktos of Ohrid, Letters 5",Gautier 5,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 143-145",,143-145,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233129,,,
"Theophylaktos of Ohrid, Letters 6",Gautier 6,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 147-149",,147-149,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233130,,,
"Theophylaktos of Ohrid, Letters 7",Gautier 7,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 151",,151,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233131,,,
"Theophylaktos of Ohrid, Letters 8",Gautier 8,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 153-155",,153-155,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233133,,,
"Theophylaktos of Ohrid, Letters 9",Gautier 9,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 157-159",,157-159,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233134,,,
"Theophylaktos of Ohrid, Letters 10",Gautier 10,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 161",,161,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233135,,,
"Theophylaktos of Ohrid, Letters 11",Gautier 11,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 163-165",,163-165,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233136,,,
"Theophylaktos of Ohrid, Letters 12",Gautier 12,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 167-169",,167-169,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233137,,,
"Theophylaktos of Ohrid, Letters 13",Gautier 13,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 171-173",,171-173,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233138,,,
"Theophylaktos of Ohrid, Letters 14",Gautier 14,mj,"Théophylacte d’Achrida, II. Lettres, Corpus fontium historiae Byzantinae 16/2, Thessalonike 1986, 175-177",,175-177,"Gautier, Paul",231073465,Theophylaktos 105,factoid 233139,,,
